,State,Step,Susceptible,Infected,Removed,Dead,GDP Drop
19,Pennsylvania,19,6085000,2600000,4100000,15000,0.009453124999999911
20,Pennsylvania,20,5940000,2530000,4315000,15000,0.009359374999999911
21,Pennsylvania,21,5840000,2315000,4630000,15000,0.009171874999999916
22,Pennsylvania,22,5720000,2070000,4995000,15000,0.00904687499999992
23,Pennsylvania,23,5630000,1830000,5325000,15000,0.008984374999999923
24,Pennsylvania,24,5515000,1585000,5685000,15000,0.008937499999999923
25,Pennsylvania,25,5465000,1360000,5960000,15000,0.008843749999999925
26,Pennsylvania,26,5390000,1155000,6240000,15000,0.008812499999999928
27,Pennsylvania,27,5300000,995000,6490000,15000,0.008749999999999928
28,Pennsylvania,28,5240000,795000,6750000,15000,0.00870312499999993
29,Pennsylvania,29,5165000,685000,6935000,15000,0.00867187499999993
30,Pennsylvania,30,5130000,540000,7115000,15000,0.008640624999999931
31,Pennsylvania,31,5070000,455000,7260000,15000,0.008640624999999931
32,Pennsylvania,32,5010000,350000,7420000,20000,0.008640624999999931
33,Pennsylvania,33,4980000,245000,7555000,20000,0.008640624999999931
34,Pennsylvania,34,4935000,210000,7635000,20000,0.008624999999999931
35,Pennsylvania,35,4880000,150000,7750000,20000,0.008546874999999933
36,Pennsylvania,36,4825000,100000,7850000,25000,0.008546874999999933
37,Pennsylvania,37,4795000,70000,7910000,25000,0.008546874999999933
38,Pennsylvania,38,4770000,70000,7935000,25000,0.008531249999999933
39,Pennsylvania,39,4725000,55000,7995000,25000,0.008531249999999933
40,Pennsylvania,40,4695000,55000,8025000,25000,0.008531249999999933
41,Pennsylvania,41,4665000,30000,8080000,25000,0.008499999999999935
42,Pennsylvania,42,4630000,45000,8100000,25000,0.008453124999999933
43,Pennsylvania,43,4575000,30000,8170000,25000,0.008453124999999933
